work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023-01-01,Senior,Full time,Data Infrastructure Engineer,143000.0,US Dollar,143000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Analyst,55000.0,US Dollar,55000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Analytics Engineer,275300.0,US Dollar,275300.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Analytics Engineer,183500.0,US Dollar,183500.0,USA,Fully remote,USA,Middle
2023-01-01,Middle,Full time,Data Analyst,75000.0,US Dollar,75000.0,USA,Fully remote,USA,Middle
2023-01-01,Middle,Full time,Data Analyst,65000.0,US Dollar,65000.0,USA,Fully remote,USA,Middle
2023-01-01,Middle,Full time,ML Engineer,160000.0,US Dollar,160000.0,USA,Not remote,USA,Middle
2023-01-01,Middle,Full time,ML Engineer,147000.0,US Dollar,147000.0,USA,Not remote,USA,Middle
2023-01-01,Middle,Full time,Software Data Engineer,100000.0,Singapore Dollar,75020.0,SGP,Fully remote,SGP,Large
2023-01-01,Middle,Full time,Data Scientist,1400000.0,Indian Rupee,17022.0,IND,Fully remote,IND,Large
2023-01-01,Junior,Full time,AI Programmer,70000.0,US Dollar,70000.0,IND,Not remote,AUS,Large
2023-01-01,Junior,Full time,AI Developer,80000.0,US Dollar,80000.0,SWE,Partially remote,SWE,Middle
2023-01-01,Middle,Full time,Lead Data Analyst,1500000.0,Indian Rupee,18238.0,IND,Partially remote,IND,Large
2023-01-01,Middle,Full time,Machine Learning Engineer,150000.0,US Dollar,150000.0,USA,Not remote,USA,Middle
2023-01-01,Executive,Full time,Data Engineer,210914.0,US Dollar,210914.0,USA,Fully remote,USA,Middle
2023-01-01,Executive,Full time,Data Engineer,116704.0,US Dollar,116704.0,USA,Fully remote,USA,Middle
2023-01-01,Junior,Full time,Research Scientist,150000.0,US Dollar,150000.0,USA,Not remote,USA,Middle
2023-01-01,Junior,Full time,Research Scientist,100000.0,US Dollar,100000.0,USA,Not remote,USA,Middle
2023-01-01,Junior,Full time,Data Analyst,60000.0,US Dollar,60000.0,USA,Fully remote,USA,Middle
2023-01-01,Middle,Full time,Analytics Engineer,185700.0,US Dollar,185700.0,USA,Not remote,USA,Middle
2023-01-01,Middle,Full time,Analytics Engineer,165000.0,US Dollar,165000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Analyst,169000.0,US Dollar,169000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Analyst,110600.0,US Dollar,110600.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Operations Engineer,193000.0,US Dollar,193000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Operations Engineer,136850.0,US Dollar,136850.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Machine Learning Engineer,139500.0,US Dollar,139500.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Machine Learning Engineer,109400.0,US Dollar,109400.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,276000.0,US Dollar,276000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,178500.0,US Dollar,178500.0,USA,Fully remote,USA,Middle
2023-01-01,Middle,Full time,Data Scientist,55000.0,Euro,59020.0,ESP,Not remote,ESP,Middle
2023-01-01,Middle,Full time,Data Scientist,45000.0,Euro,48289.0,ESP,Not remote,ESP,Middle
2023-01-01,Middle,Full time,Data Engineer,70000.0,Euro,75116.0,SVN,Fully remote,SVN,Middle
2023-01-01,Middle,Full time,Data Engineer,45000.0,Euro,48289.0,SVN,Fully remote,SVN,Middle
2023-01-01,Senior,Full time,Machine Learning Engineer,161000.0,Pound Sterling,195652.0,GBR,Not remote,GBR,Middle
2023-01-01,Senior,Full time,Machine Learning Engineer,83300.0,Pound Sterling,101228.0,GBR,Not remote,GBR,Middle
2023-01-01,Senior,Full time,Data Engineer,112700.0,Pound Sterling,136956.0,GBR,Not remote,GBR,Middle
2023-01-01,Senior,Full time,Data Engineer,83300.0,Pound Sterling,101228.0,GBR,Not remote,GBR,Middle
2022-01-01,Senior,Full time,BI Developer,130000.0,US Dollar,130000.0,USA,Fully remote,USA,Large
2021-01-01,Middle,Full time,Data Science Lead,150000.0,US Dollar,150000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,ML Engineer,260000.0,US Dollar,260000.0,CAN,Fully remote,CAN,Middle
2023-01-01,Senior,Full time,ML Engineer,110000.0,US Dollar,110000.0,CAN,Fully remote,CAN,Middle
2023-01-01,Senior,Full time,Analytics Engineer,170000.0,US Dollar,170000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Analytics Engineer,130000.0,US Dollar,130000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Machine Learning Engineer,163800.0,US Dollar,163800.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Machine Learning Engineer,126000.0,US Dollar,126000.0,USA,Not remote,USA,Middle
2023-01-01,Middle,Full time,Data Scientist,128750.0,US Dollar,128750.0,USA,Not remote,USA,Middle
2023-01-01,Middle,Full time,Data Scientist,106250.0,US Dollar,106250.0,USA,Not remote,USA,Middle
2023-01-01,Executive,Full time,Data Engineer,167500.0,US Dollar,167500.0,USA,Not remote,USA,Middle
2023-01-01,Executive,Full time,Data Engineer,106500.0,US Dollar,106500.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Architect,188500.0,US Dollar,188500.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Architect,117000.0,US Dollar,117000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Analyst,250000.0,US Dollar,250000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Analyst,138000.0,US Dollar,138000.0,USA,Fully remote,USA,Middle
2023-01-01,Middle,Full time,Data Analyst,130000.0,US Dollar,130000.0,CAN,Fully remote,CAN,Middle
2023-01-01,Middle,Full time,Data Analyst,100000.0,US Dollar,100000.0,CAN,Fully remote,CAN,Middle
2023-01-01,Senior,Full time,Deep Learning Researcher,115000.0,Euro,123405.0,DEU,Not remote,DEU,Large
2023-01-01,Senior,Full time,BI Analyst,160000.0,US Dollar,160000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,BI Analyst,135000.0,US Dollar,135000.0,USA,Not remote,USA,Middle
2023-01-01,Middle,Full time,Data Science Manager,104500.0,US Dollar,104500.0,USA,Not remote,USA,Middle
2023-01-01,Middle,Full time,Data Science Manager,70000.0,US Dollar,70000.0,USA,Not remote,USA,Middle
2023-01-01,Middle,Full time,Data Science Consultant,90000.0,US Dollar,90000.0,USA,Not remote,USA,Middle
2023-01-01,Middle,Full time,Data Science Consultant,70000.0,US Dollar,70000.0,USA,Not remote,USA,Middle
2023-01-01,Middle,Full time,Research Scientist,185000.0,US Dollar,185000.0,USA,Fully remote,USA,Middle
2023-01-01,Middle,Full time,Research Scientist,125000.0,US Dollar,125000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Analyst,127000.0,US Dollar,127000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Analyst,94000.0,US Dollar,94000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,210550.0,US Dollar,210550.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,153300.0,US Dollar,153300.0,USA,Not remote,USA,Middle
2023-01-01,Middle,Full time,Data Scientist,200000.0,US Dollar,200000.0,USA,Fully remote,USA,Middle
2023-01-01,Middle,Full time,Data Scientist,150000.0,US Dollar,150000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Analyst,161500.0,US Dollar,161500.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Analyst,119500.0,US Dollar,119500.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,148750.0,US Dollar,148750.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Analytics Specialist,105000.0,US Dollar,105000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Analytics Specialist,85000.0,US Dollar,85000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Research Scientist,215000.0,US Dollar,215000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Research Scientist,146300.0,US Dollar,146300.0,USA,Not remote,USA,Middle
2023-01-01,Junior,Full time,AI Developer,200000.0,Euro,214618.0,DEU,Fully remote,DEU,Large
2023-01-01,Middle,Full time,Data Engineer,72000.0,US Dollar,72000.0,MEX,Fully remote,MEX,Middle
2023-01-01,Middle,Full time,Data Engineer,60000.0,US Dollar,60000.0,MEX,Fully remote,MEX,Middle
2023-01-01,Senior,Full time,Machine Learning Engineer,153400.0,US Dollar,153400.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Machine Learning Engineer,122700.0,US Dollar,122700.0,USA,Not remote,USA,Middle
2023-01-01,Middle,Full time,Data Engineer,260000.0,US Dollar,260000.0,USA,Not remote,USA,Middle
2023-01-01,Middle,Full time,Data Engineer,175000.0,US Dollar,175000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,123900.0,US Dollar,123900.0,USA,Fully remote,USA,Middle
2023-01-01,Middle,Full time,Research Scientist,340000.0,US Dollar,340000.0,USA,Fully remote,USA,Middle
2023-01-01,Middle,Full time,Research Scientist,150000.0,US Dollar,150000.0,USA,Fully remote,USA,Middle
2023-01-01,Middle,Full time,Data Engineer,250000.0,US Dollar,250000.0,USA,Not remote,USA,Middle
2023-01-01,Middle,Full time,Data Scientist,60000.0,Euro,64385.0,FRA,Partially remote,FRA,Middle
2023-01-01,Senior,Full time,Data Analyst,185900.0,US Dollar,185900.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Analyst,121700.0,US Dollar,121700.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Freelance,Software Data Engineer,50000.0,US Dollar,50000.0,NGA,Partially remote,AUS,Middle
2023-01-01,Junior,Full time,Data Analyst,100000.0,US Dollar,100000.0,UZB,Fully remote,USA,Large
2023-01-01,Executive,Full time,Data Engineer,310000.0,US Dollar,310000.0,USA,Fully remote,USA,Middle
2023-01-01,Executive,Full time,Data Engineer,239000.0,US Dollar,239000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Analyst,125000.0,US Dollar,125000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Analyst,110000.0,US Dollar,110000.0,USA,Not remote,USA,Middle
2023-01-01,Junior,Full time,Data Analyst,150000.0,US Dollar,150000.0,USA,Not remote,USA,Middle
2023-01-01,Junior,Full time,Data Analyst,100000.0,US Dollar,100000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,149076.0,US Dollar,149076.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,82365.0,US Dollar,82365.0,USA,Not remote,USA,Middle
2023-01-01,Middle,Full time,Data Analyst,80000.0,Pound Sterling,97218.0,GBR,Not remote,GBR,Middle
2023-01-01,Middle,Full time,Data Analyst,40000.0,Pound Sterling,48609.0,GBR,Not remote,GBR,Middle
2023-01-01,Senior,Full time,Data Analyst,95000.0,US Dollar,95000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Analyst,85500.0,US Dollar,85500.0,USA,Not remote,USA,Middle
2023-01-01,Middle,Full time,Data Scientist,97750.0,US Dollar,97750.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,201000.0,US Dollar,201000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,122000.0,US Dollar,122000.0,USA,Not remote,USA,Middle
2023-01-01,Middle,Full time,Data Scientist,116990.0,US Dollar,116990.0,USA,Fully remote,USA,Middle
2023-01-01,Middle,Full time,Data Scientist,82920.0,US Dollar,82920.0,USA,Fully remote,USA,Middle
2023-01-01,Middle,Full time,Machine Learning Scientist,200000.0,US Dollar,200000.0,USA,Not remote,USA,Small
2023-01-01,Middle,Full time,Machine Learning Scientist,125000.0,US Dollar,125000.0,USA,Not remote,USA,Small
2023-01-01,Senior,Full time,Machine Learning Engineer,204500.0,US Dollar,204500.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Machine Learning Engineer,142200.0,US Dollar,142200.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Manager,155000.0,US Dollar,155000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Manager,140000.0,US Dollar,140000.0,USA,Not remote,USA,Middle
2023-01-01,Middle,Full time,Machine Learning Infrastructure Engineer,205920.0,US Dollar,205920.0,USA,Not remote,USA,Middle
2023-01-01,Middle,Full time,Machine Learning Infrastructure Engineer,171600.0,US Dollar,171600.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,121500.0,US Dollar,121500.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,78000.0,US Dollar,78000.0,USA,Fully remote,USA,Middle
2023-01-01,Middle,Full time,Data Engineer,154000.0,US Dollar,154000.0,USA,Not remote,USA,Middle
2023-01-01,Middle,Full time,Data Engineer,116000.0,US Dollar,116000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,136000.0,US Dollar,136000.0,USA,Not remote,USA,Middle
2023-01-01,Middle,Full time,Data Analyst,65000.0,Pound Sterling,78990.0,GBR,Fully remote,GBR,Middle
2023-01-01,Middle,Full time,Data Analyst,36050.0,Pound Sterling,43809.0,GBR,Fully remote,GBR,Middle
2023-01-01,Senior,Full time,Data Analyst,180000.0,US Dollar,180000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,170000.0,US Dollar,170000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,154000.0,US Dollar,154000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,116000.0,US Dollar,116000.0,USA,Not remote,USA,Middle
2023-01-01,Middle,Full time,Data Engineer,200000.0,US Dollar,200000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,160000.0,US Dollar,160000.0,USA,Fully remote,USA,Middle
2023-01-01,Middle,Full time,Data Engineer,105000.0,Pound Sterling,127599.0,GBR,Not remote,GBR,Middle
2023-01-01,Middle,Full time,Data Engineer,85000.0,Pound Sterling,103294.0,GBR,Not remote,GBR,Middle
2023-01-01,Senior,Full time,Data Engineer,153600.0,US Dollar,153600.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,106800.0,US Dollar,106800.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,156400.0,US Dollar,156400.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Analytics Engineer,150000.0,US Dollar,150000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Analytics Engineer,120000.0,US Dollar,120000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Analyst,145000.0,US Dollar,145000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,260000.0,US Dollar,260000.0,USA,Not remote,USA,Middle
2023-01-01,Junior,Full time,Data Analyst,30000.0,US Dollar,30000.0,IND,Partially remote,IND,Middle
2023-01-01,Middle,Full time,Research Scientist,185000.0,US Dollar,185000.0,USA,Not remote,USA,Middle
2023-01-01,Middle,Full time,Research Scientist,125000.0,US Dollar,125000.0,USA,Not remote,USA,Middle
2022-01-01,Junior,Part time,Data Analyst,34320.0,US Dollar,34320.0,USA,Fully remote,USA,Small
2022-01-01,Middle,Full time,Business Data Analyst,48000.0,Brazilian Real,9289.0,BRA,Fully remote,BRA,Middle
2023-01-01,Senior,Full time,Head of Data,70000.0,Euro,75116.0,PRT,Fully remote,PRT,Large
2022-01-01,Executive,Full time,Data Science Manager,106000.0,US Dollar,106000.0,UZB,Not remote,RUS,Large
2023-01-01,Senior,Full time,Data Analyst,175000.0,US Dollar,175000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Analyst,122000.0,US Dollar,122000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Analyst,93800.0,US Dollar,93800.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Science Manager,150000.0,US Dollar,150000.0,MEX,Fully remote,MEX,Middle
2023-01-01,Senior,Full time,Data Science Manager,90000.0,US Dollar,90000.0,MEX,Fully remote,MEX,Middle
2023-01-01,Junior,Full time,Computer Vision Engineer,220000.0,US Dollar,220000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,BI Data Analyst,67000.0,Euro,71897.0,DEU,Fully remote,DEU,Middle
2023-01-01,Junior,Full time,AI Developer,60000.0,Euro,64385.0,DEU,Not remote,DEU,Middle
2023-01-01,Senior,Full time,Data Analyst,1300000.0,Indian Rupee,15806.0,IND,Fully remote,IND,Small
2023-01-01,Middle,Full time,Machine Learning Engineer,200000.0,US Dollar,200000.0,USA,Not remote,USA,Middle
2023-01-01,Middle,Full time,Machine Learning Engineer,175000.0,US Dollar,175000.0,USA,Not remote,USA,Middle
2023-01-01,Middle,Full time,Data Scientist,40000.0,US Dollar,40000.0,FRA,Partially remote,FRA,Large
2023-01-01,Senior,Full time,Data Science Consultant,1000000.0,Baht,29453.0,THA,Partially remote,THA,Middle
2023-01-01,Senior,Full time,Data Scientist,136000.0,US Dollar,136000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,104000.0,US Dollar,104000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Analyst,152380.0,US Dollar,152380.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Analyst,121904.0,US Dollar,121904.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Architect,168400.0,US Dollar,168400.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Architect,105200.0,US Dollar,105200.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Machine Learning Engineer,128280.0,US Dollar,128280.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Machine Learning Engineer,106900.0,US Dollar,106900.0,USA,Not remote,USA,Middle
2022-01-01,Senior,Full time,Lead Data Scientist,192000.0,US Dollar,192000.0,USA,Fully remote,USA,Large
2023-01-01,Middle,Full time,Data Engineer,100000.0,US Dollar,100000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Research Engineer,100000.0,Euro,107309.0,DEU,Fully remote,DEU,Small
2023-01-01,Senior,Full time,Research Engineer,80000.0,Euro,85847.0,DEU,Fully remote,DEU,Small
2023-01-01,Senior,Full time,Machine Learning Engineer,275000.0,US Dollar,275000.0,DEU,Not remote,DEU,Middle
2023-01-01,Senior,Full time,Machine Learning Engineer,174000.0,US Dollar,174000.0,DEU,Not remote,DEU,Middle
2023-01-01,Senior,Full time,Data Analyst,170500.0,US Dollar,170500.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Analyst,85000.0,US Dollar,85000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Manager,60027.0,Pound Sterling,72946.0,GBR,Not remote,GBR,Middle
2023-01-01,Senior,Full time,Data Manager,44737.0,Pound Sterling,54365.0,GBR,Not remote,GBR,Middle
2023-01-01,Executive,Full time,Head of Data Science,131899.0,Pound Sterling,160288.0,GBR,Not remote,GBR,Middle
2023-01-01,Executive,Full time,Head of Data Science,104891.0,Pound Sterling,127467.0,GBR,Not remote,GBR,Middle
2023-01-01,Senior,Full time,Data Engineer,80000.0,US Dollar,80000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,65000.0,US Dollar,65000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,124740.0,US Dollar,124740.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,65488.0,US Dollar,65488.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Quality Analyst,72200.0,US Dollar,72200.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Quality Analyst,64980.0,US Dollar,64980.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Analyst,179975.0,US Dollar,179975.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Analyst,86466.0,US Dollar,86466.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,90000.0,US Dollar,90000.0,USA,Not remote,USA,Middle
2023-01-01,Middle,Full time,Insight Analyst,42000.0,Pound Sterling,51039.0,GBR,Not remote,GBR,Middle
2023-01-01,Middle,Full time,Insight Analyst,35000.0,Pound Sterling,42533.0,GBR,Not remote,GBR,Middle
2023-01-01,Senior,Full time,Data Science Manager,175000.0,US Dollar,175000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Science Manager,120000.0,US Dollar,120000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Analyst,230000.0,US Dollar,230000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Manager,120000.0,US Dollar,120000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Machine Learning Infrastructure Engineer,205920.0,US Dollar,205920.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Machine Learning Infrastructure Engineer,171600.0,US Dollar,171600.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,265000.0,US Dollar,265000.0,USA,Not remote,USA,Middle
2023-01-01,Middle,Full time,Applied Machine Learning Engineer,130000.0,US Dollar,130000.0,USA,Not remote,USA,Middle
2022-01-01,Junior,Full time,Data Scientist,168000.0,US Dollar,168000.0,USA,Fully remote,USA,Middle
2023-01-01,Middle,Full time,AI Scientist,36000.0,Euro,38631.0,ESP,Partially remote,ESP,Large
2023-01-01,Senior,Full time,Data Engineer,167580.0,US Dollar,167580.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,87980.0,US Dollar,87980.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,202000.0,US Dollar,202000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,135000.0,US Dollar,135000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,104000.0,US Dollar,104000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,65000.0,US Dollar,65000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Research Engineer,230000.0,US Dollar,230000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Research Engineer,148000.0,US Dollar,148000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Machine Learning Engineer,269000.0,US Dollar,269000.0,CAN,Fully remote,CAN,Middle
2023-01-01,Senior,Full time,Machine Learning Engineer,158000.0,US Dollar,158000.0,CAN,Fully remote,CAN,Middle
2023-01-01,Senior,Full time,Analytics Engineer,197000.0,US Dollar,197000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Analytics Engineer,106000.0,US Dollar,106000.0,USA,Not remote,USA,Middle
2023-01-01,Middle,Full time,Deep Learning Engineer,150000.0,US Dollar,150000.0,USA,Fully remote,USA,Middle
2023-01-01,Middle,Full time,Deep Learning Engineer,100000.0,US Dollar,100000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,290000.0,US Dollar,290000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,210000.0,US Dollar,210000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,192000.0,US Dollar,192000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,172800.0,US Dollar,172800.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,300240.0,US Dollar,300240.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,200160.0,US Dollar,200160.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Analytics Engineer,175000.0,US Dollar,175000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Analytics Engineer,140000.0,US Dollar,140000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Manager,169000.0,US Dollar,169000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Manager,100000.0,US Dollar,100000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,370000.0,US Dollar,370000.0,USA,Not remote,USA,Middle
2023-01-01,Middle,Full time,Data Engineer,95000.0,Pound Sterling,115447.0,GBR,Fully remote,GBR,Large
2023-01-01,Senior,Full time,Data Analyst,110000.0,US Dollar,110000.0,USA,Fully remote,USA,Small
2023-01-01,Senior,Full time,Data Analyst,80000.0,US Dollar,80000.0,USA,Fully remote,USA,Small
2023-01-01,Junior,Full time,Data Analyst,55000.0,US Dollar,55000.0,USA,Not remote,USA,Middle
2023-01-01,Junior,Full time,Data Analyst,48000.0,US Dollar,48000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Analyst,85000.0,US Dollar,85000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,137500.0,US Dollar,137500.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,81500.0,US Dollar,81500.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Machine Learning Engineer,323300.0,US Dollar,323300.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Machine Learning Engineer,184700.0,US Dollar,184700.0,USA,Not remote,USA,Middle
2021-01-01,Middle,Full time,AI Scientist,30000.0,US Dollar,30000.0,GHA,Not remote,GHA,Small
2023-01-01,Senior,Full time,Machine Learning Engineer,186000.0,US Dollar,186000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Machine Learning Engineer,153088.0,US Dollar,153088.0,USA,Fully remote,USA,Middle
2023-01-01,Middle,Full time,Data Infrastructure Engineer,190000.0,US Dollar,190000.0,USA,Fully remote,USA,Middle
2023-01-01,Middle,Full time,Data Infrastructure Engineer,160000.0,US Dollar,160000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Machine Learning Engineer,200000.0,US Dollar,200000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Machine Learning Engineer,150000.0,US Dollar,150000.0,USA,Fully remote,USA,Middle
2023-01-01,Middle,Full time,Data Infrastructure Engineer,190000.0,US Dollar,190000.0,USA,Not remote,USA,Middle
2023-01-01,Middle,Full time,Data Infrastructure Engineer,183310.0,US Dollar,183310.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Machine Learning Engineer,240000.0,US Dollar,240000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Machine Learning Engineer,180000.0,US Dollar,180000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,144000.0,US Dollar,144000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,66000.0,US Dollar,66000.0,USA,Fully remote,USA,Middle
2023-01-01,Middle,Full time,Machine Learning Engineer,148500.0,US Dollar,148500.0,USA,Not remote,USA,Middle
2023-01-01,Middle,Full time,Machine Learning Engineer,126277.0,US Dollar,126277.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Architect,228000.0,US Dollar,228000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Architect,120000.0,US Dollar,120000.0,USA,Not remote,USA,Middle
